,game_id,rated,turns,victory_status,winner,moves,opening_eco,opening_classification,opening_name,opening_ply,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,white_wins,black_wins,draw,win_by_mate,win_by_resign,win_by_outoftime
5101,3HqnPP6h,TRUE,71,mate,white,"['e4', 'd5', 'Qf3', 'Be6', 'exd5', 'Bxd5', 'Qd3', 'Be6', 'Qxd8+', 'Kxd8']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,Qf3,Be6,exd5,Bxd5,Qd3,Be6,Qxd8+,Kxd8,1,0,0,1,0,0
5102,CDaHqWz7,TRUE,16,mate,black,"['e4', 'd5', 'Nc3', 'd4', 'Nb5', 'Nc6', 'Bc4', 'Nf6', 'Nf3', 'Nxe4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,Nc3,d4,Nb5,Nc6,Bc4,Nf6,Nf3,Nxe4,0,1,0,1,0,0
5103,caGmLwV1,TRUE,134,mate,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'Nf6', 'Nf3', 'Bg4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line |  Mieses Variation,8,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Nf3,Bg4,0,1,0,1,0,0
5104,5uWXgwzi,TRUE,60,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Qe2', 'Qxe2+', 'Ngxe2', 'Nc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qe6+,Qe2,Qxe2+,Ngxe2,Nc6,0,1,0,0,1,0
5105,q5qFT3vV,TRUE,70,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'e5', 'dxe5', 'Qxd1+']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,d4,e5,dxe5,Qxd1+,0,1,0,0,1,0
5106,lLXM414V,TRUE,89,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'h3', 'Bf5', 'Qf3', 'c6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,h3,Bf5,Qf3,c6,1,0,0,0,1,0
5107,S9bl3cZ1,FALSE,26,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'c6', 'Nc3', 'cxd5', 'cxd5', 'Nxd5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Panov Transfer,6,e4,d5,exd5,Nf6,c4,c6,Nc3,cxd5,cxd5,Nxd5,0,1,0,0,1,0
5108,ExKINFtZ,FALSE,66,outoftime,black,"['e4', 'd5', 'exd5', 'Nf6', 'Bc4', 'Nxd5', 'Qh5', 'e6', 'd3', 'Be7']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Bc4,Nxd5,Qh5,e6,d3,Be7,0,1,0,0,0,1
5109,MRBPa9AX,FALSE,80,resign,white,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'c6', 'dxc6', 'Nxc6', 'Nf3', 'Bg4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation,5,e4,d5,exd5,Nf6,d4,c6,dxc6,Nxc6,Nf3,Bg4,1,0,0,0,1,0
5110,KVgN96ck,TRUE,44,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'c6', 'dxc6', 'Nxc6', 'b3', 'e5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Panov Transfer,6,e4,d5,exd5,Nf6,c4,c6,dxc6,Nxc6,b3,e5,0,1,0,0,1,0
5111,65Um9Tcf,TRUE,55,resign,white,"['e4', 'd5', 'exd5', 'Nf6', 'Nc3', 'Nxd5', 'Nxd5', 'Qxd5', 'd4', 'Nc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nc3,Nxd5,Nxd5,Qxd5,d4,Nc6,1,0,0,0,1,0
5112,niNth6JB,TRUE,27,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nf3', 'Bg4', 'Be2', 'h5', 'h3', 'Bxf3']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nf3,Bg4,Be2,h5,h3,Bxf3,1,0,0,0,1,0
5113,td0tnDDQ,TRUE,16,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Nxd5', 'Nf3', 'Nc6', 'c4', 'Nb6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Marshall Variation,6,e4,d5,exd5,Nf6,d4,Nxd5,Nf3,Nc6,c4,Nb6,0,1,0,0,1,0
5114,RmLnL0CM,TRUE,70,mate,black,"['e4', 'd5', 'exd5', 'Nf6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'c4', 'c6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Bb5+,Bd7,Bxd7+,Qxd7,c4,c6,0,1,0,1,0,0
5115,djXJIqVW,FALSE,36,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'Bc4', 'Nxd5', 'Bxd5', 'Qxd5', 'Nf3', 'Bg4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Bc4,Nxd5,Bxd5,Qxd5,Nf3,Bg4,0,1,0,0,1,0
5116,iZxEsXji,TRUE,66,outoftime,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'e6', 'Nc3', 'exd5', 'cxd5', 'Nxd5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Icelandic-Palme Gambit,6,e4,d5,exd5,Nf6,c4,e6,Nc3,exd5,cxd5,Nxd5,0,1,0,0,0,1
5117,0zirgLwT,TRUE,20,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'e6', 'Nc3', 'exd5', 'cxd5', 'Nxd5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Icelandic-Palme Gambit,6,e4,d5,exd5,Nf6,c4,e6,Nc3,exd5,cxd5,Nxd5,0,1,0,0,1,0
5118,xo2yq0YW,TRUE,38,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'c6', 'Bd2', 'Qc7']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,c6,Bd2,Qc7,0,1,0,0,1,0
5119,LuRYk220,TRUE,89,resign,white,"['e4', 'd5', 'exd5', 'Nf6', 'Nf3', 'Bg4', 'Be2', 'Qxd5', 'Nc3', 'Qd8']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nf3,Bg4,Be2,Qxd5,Nc3,Qd8,1,0,0,0,1,0
5120,XueXXwLN,TRUE,100,draw,draw,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Bg4', 'Be2', 'Bxe2', 'Nxe2', 'Qxd5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Portuguese Variation,6,e4,d5,exd5,Nf6,d4,Bg4,Be2,Bxe2,Nxe2,Qxd5,0,0,1,0,0,0
5121,6H1XOwyZ,TRUE,55,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'e6', 'Bd3', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,Nf3,e6,Bd3,Nf6,0,1,0,0,1,0
5122,MCIbrN0I,TRUE,55,mate,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'c6', 'Nf3', 'Bf5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,c6,Nf3,Bf5,1,0,0,1,0,0
5123,Dz0DCW8U,FALSE,83,resign,white,"['e4', 'd5', 'exd5', 'Nf6', 'Nf3', 'Bg4', 'Be2', 'Nxd5', 'd4', 'Nc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nf3,Bg4,Be2,Nxd5,d4,Nc6,1,0,0,0,1,0
5124,dKumt85h,TRUE,39,mate,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Be2', 'b6', 'Nf3', 'Bb7']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qe6+,Be2,b6,Nf3,Bb7,1,0,0,1,0,0
5125,ILxgRGiu,FALSE,68,resign,black,"['e4', 'd5', 'e5', 'c5', 'Nf3', 'Nc6', 'Nc3', 'Bg4', 'h3', 'Bxf3']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,c5,Nf3,Nc6,Nc3,Bg4,h3,Bxf3,0,1,0,0,1,0
5126,GljCMBw2,FALSE,29,resign,white,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Bg4', 'Bb5+', 'c6', 'dxc6', 'Bxd1']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Portuguese Variation,6,e4,d5,exd5,Nf6,d4,Bg4,Bb5+,c6,dxc6,Bxd1,1,0,0,0,1,0
5127,frUZqsdz,FALSE,18,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Bg4', 'f3', 'Bf5', 'c4', 'e6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Portuguese Variation,6,e4,d5,exd5,Nf6,d4,Bg4,f3,Bf5,c4,e6,0,1,0,0,1,0
5128,s7dxL0Qq,TRUE,138,mate,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'c6', 'dxc6', 'Nxc6', 'Nf3', 'e5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Panov Transfer,6,e4,d5,exd5,Nf6,c4,c6,dxc6,Nxc6,Nf3,e5,0,1,0,1,0,0
5129,IppfLO5b,TRUE,38,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'c6', 'dxc6', 'Nxc6', 'Nf3', 'e5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Panov Transfer,6,e4,d5,exd5,Nf6,c4,c6,dxc6,Nxc6,Nf3,e5,0,1,0,0,1,0
5130,9OLN5Ht4,TRUE,23,resign,white,"['e4', 'd5', 'e5', 'c5', 'Bb5+', 'Bd7', 'Bxd7+', 'Nxd7', 'f4', 'Nb6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,c5,Bb5+,Bd7,Bxd7+,Nxd7,f4,Nb6,1,0,0,0,1,0
5131,xxxfcBmF,TRUE,36,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'c6', 'dxc6', 'Nxc6', 'Nc3', 'e5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Panov Transfer,6,e4,d5,exd5,Nf6,c4,c6,dxc6,Nxc6,Nc3,e5,0,1,0,0,1,0
5132,NvSYyOa4,TRUE,17,resign,white,"['e4', 'd5', 'e5', 'c5', 'd4', 'cxd4', 'Qxd4', 'Nc6', 'Qf4', 'Nh6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,c5,d4,cxd4,Qxd4,Nc6,Qf4,Nh6,1,0,0,0,1,0
5133,sMcpsLtt,FALSE,48,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'Nc3', 'Nxd5', 'Nxd5', 'Qxd5', 'd4', 'Nc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nc3,Nxd5,Nxd5,Qxd5,d4,Nc6,0,1,0,0,1,0
5134,NakG6ETJ,FALSE,51,mate,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Bf5', 'Nf3', 'e6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,d4,Bf5,Nf3,e6,1,0,0,1,0,0
5135,kR0Qw8J3,TRUE,69,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'Nf6', 'Bd2', 'c6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line |  Mieses Variation,8,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Bd2,c6,1,0,0,0,1,0
5136,9AYBlVDz,FALSE,67,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'c6', 'Bc4', 'Bf5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,d4,c6,Bc4,Bf5,1,0,0,0,1,0
5137,lKBUvX08,TRUE,42,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Bg4', 'd4', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,Nf3,Bg4,d4,Nf6,0,1,0,0,1,0
5138,2eOkFndI,TRUE,103,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'Nf6', 'Bd2', 'c6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line |  Mieses Variation,8,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Bd2,c6,1,0,0,0,1,0
5139,SGdKrLx8,FALSE,73,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Be2', 'c6', 'Nf3', 'g6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qe6+,Be2,c6,Nf3,g6,1,0,0,0,1,0
5140,6D3SsrON,TRUE,79,resign,white,"['e4', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Bg4+', 'f3', 'Bd7']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,d3,dxe4,dxe4,Qxd1+,Kxd1,Bg4+,f3,Bd7,1,0,0,0,1,0
5141,7VLHXcZ0,TRUE,33,draw,draw,"['e4', 'd5', 'exd5', 'Qxd5', 'Nf3', 'Bg4', 'Be2', 'h5', 'Nc3', 'Qe6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nf3,Bg4,Be2,h5,Nc3,Qe6,0,0,1,0,0,0
5142,GhA9kdBt,TRUE,48,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'c6', 'Nf3', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,c6,Nf3,Nf6,0,1,0,0,1,0
5143,K6dyJ2Mw,FALSE,93,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'c6', 'Bc4', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,c6,Bc4,Nf6,1,0,0,0,1,0
5144,N4vflBwr,TRUE,50,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'Nf6', 'Be3', 'Nc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line |  Mieses Variation,8,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Be3,Nc6,0,1,0,0,1,0
5145,J6oQBI88,FALSE,86,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'e6', 'Nf3', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,d4,e6,Nf3,Nf6,0,1,0,0,1,0
5146,pBKSHBHv,FALSE,26,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'Nf6', 'Bc4', 'e5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line |  Mieses Variation,8,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Bc4,e5,0,1,0,0,1,0
5147,nW7m47s2,TRUE,34,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe5+', 'Be2', 'Nc6', 'Nf3', 'Qd6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qe5+,Be2,Nc6,Nf3,Qd6,1,0,0,0,1,0
5148,vi8nJDK1,TRUE,50,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Nxd5', 'c4', 'Nb4', 'Qa4+', 'N8c6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Kiel Variation,8,e4,d5,exd5,Nf6,d4,Nxd5,c4,Nb4,Qa4+,N8c6,0,1,0,0,1,0
5149,fBGwI6l5,TRUE,123,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nf6', 'Bg5', 'e6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,d4,Nf6,Bg5,e6,1,0,0,0,1,0
5150,cjrD94HO,TRUE,81,mate,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nf6', 'd4', 'e6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,Nf3,Nf6,d4,e6,1,0,0,1,0,0
5151,nD1Kuyfh,TRUE,50,resign,white,"['e4', 'd5', 'e5', 'e6', 'f4', 'Bc5', 'd4', 'Bb6', 'Nc3', 'Ne7']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,e6,f4,Bc5,d4,Bb6,Nc3,Ne7,1,0,0,0,1,0
5152,IAXu89kU,TRUE,70,outoftime,black,"['e4', 'd5', 'd3', 'd4', 'Nf3', 'c5', 'g3', 'g6', 'c4', 'Bg7']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,d3,d4,Nf3,c5,g3,g6,c4,Bg7,0,1,0,0,0,1
5153,uWE3BNwM,TRUE,42,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Qh5', 'Nf6', 'Qf3', 'g6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,Qh5,Nf6,Qf3,g6,0,1,0,0,1,0
5154,wz3QUJwb,TRUE,37,resign,white,"['e4', 'd5', 'f3', 'e5', 'Ne2', 'Nh6', 'd4', 'exd4', 'Nxd4', 'dxe4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,f3,e5,Ne2,Nh6,d4,exd4,Nxd4,dxe4,1,0,0,0,1,0
5155,kwyWzxN4,TRUE,45,resign,white,"['e4', 'd5', 'Qf3', 'Nf6', 'exd5', 'Qxd5', 'c4', 'Qa5', 'Kd1', 'Bg4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,Qf3,Nf6,exd5,Qxd5,c4,Qa5,Kd1,Bg4,1,0,0,0,1,0
5156,HNxLOJUG,TRUE,49,resign,white,"['e4', 'd5', 'Qf3', 'Nf6', 'exd5', 'Qxd5', 'b3', 'Bg4', 'Qxd5', 'Nxd5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,Qf3,Nf6,exd5,Qxd5,b3,Bg4,Qxd5,Nxd5,1,0,0,0,1,0
5157,WEpjCDKe,TRUE,63,mate,white,"['e4', 'd5', 'exd5', 'Nf6', 'Nc3', 'a6', 'd4', 'c6', 'dxc6', 'Nxc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nc3,a6,d4,c6,dxc6,Nxc6,1,0,0,1,0,0
5159,edYOVb5F,FALSE,74,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe5+', 'Be2', 'e6', 'Nf3', 'Qa5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qe5+,Be2,e6,Nf3,Qa5,1,0,0,0,1,0
5160,AbqKDOpO,FALSE,23,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd6', 'Nf3', 'Nc6', 'd3', 'b6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Gubinsky-Melts Defense,6,e4,d5,exd5,Qxd5,Nc3,Qd6,Nf3,Nc6,d3,b6,1,0,0,0,1,0
5161,qAznjWEG,TRUE,73,resign,black,"['e4', 'd5', 'Nc3', 'd4', 'Nd5', 'c5', 'd3', 'Be6', 'Nf4', 'g6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,Nc3,d4,Nd5,c5,d3,Be6,Nf4,g6,0,1,0,0,1,0
5162,pdmZW0cl,TRUE,39,draw,draw,"['e4', 'd5', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Bd7', 'Nf3', 'f6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,d3,dxe4,dxe4,Qxd1+,Kxd1,Bd7,Nf3,f6,0,0,1,0,0,0
5163,0SK70dYC,TRUE,34,draw,draw,"['e4', 'd5', 'e5', 'Nc6', 'f4', 'f6', 'exf6', 'Nxf6', 'Nc3', 'd4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,Nc6,f4,f6,exf6,Nxf6,Nc3,d4,0,0,1,0,0,0
5164,CzVTBcKI,TRUE,28,resign,black,"['e4', 'd5', 'f3', 'dxe4', 'fxe4', 'Nf6', 'd3', 'Bg4', 'Be2', 'Bxe2']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,f3,dxe4,fxe4,Nf6,d3,Bg4,Be2,Bxe2,0,1,0,0,1,0
5165,fBGwI6l5,TRUE,123,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nf6', 'Bg5', 'e6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,d4,Nf6,Bg5,e6,1,0,0,0,1,0
5166,hgPvL0P8,TRUE,66,mate,black,"['e4', 'd5', 'exd5', 'Nf6', 'Nc3', 'e6', 'dxe6', 'Bxe6', 'Nf3', 'Bc5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nc3,e6,dxe6,Bxe6,Nf3,Bc5,0,1,0,1,0,0
5167,XmiEewLr,TRUE,36,mate,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Be2', 'c5', 'Nf3', 'b6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qe6+,Be2,c5,Nf3,b6,0,1,0,1,0,0
5168,histVQ0Q,TRUE,29,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'f5', 'Bc4', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,Nf3,f5,Bc4,Nf6,1,0,0,0,1,0
5169,0OwAqybh,TRUE,31,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'f5', 'd4', 'Nf6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Mieses-Kotroc Variation,4,e4,d5,exd5,Qxd5,Nc3,Qd8,Nf3,f5,d4,Nf6,1,0,0,0,1,0
5170,O0HLH9kd,TRUE,127,resign,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'Bc4', 'Nf6', 'Nf3', 'Bg4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,Bc4,Nf6,Nf3,Bg4,1,0,0,0,1,0
5171,SEf5z62v,TRUE,96,outoftime,black,"['e4', 'd5', 'exd5', 'Nf6', 'Nc3', 'Nxd5', 'Qf3', 'c6', 'Bc4', 'Be6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Modern Variation #2,4,e4,d5,exd5,Nf6,Nc3,Nxd5,Qf3,c6,Bc4,Be6,0,1,0,0,0,1
5172,HWwW7eZK,TRUE,44,mate,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'Nf3', 'Bg4', 'Be2', 'Nc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,Nf3,Bg4,Be2,Nc6,0,1,0,1,0,0
5173,8iKQFZH0,TRUE,44,resign,black,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'd4', 'c6', 'Nf3', 'Bg4']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,c6,Nf3,Bg4,0,1,0,0,1,0
5174,aD5KCudO,TRUE,18,resign,black,"['e4', 'd5', 'e5', 'g6', 'd4', 'Bg7', 'Nc3', 'Nd7', 'Bb5', 'c6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,g6,d4,Bg7,Nc3,Nd7,Bb5,c6,0,1,0,0,1,0
5175,332LB5ln,TRUE,29,mate,white,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'h3', 'Nf6', 'd3', 'Bf5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Main Line,6,e4,d5,exd5,Qxd5,Nc3,Qa5,h3,Nf6,d3,Bf5,1,0,0,1,0,0
5176,c1mXkpcU,TRUE,39,resign,black,"['e4', 'd5', 'e5', 'Nc6', 'Nf3', 'Bg4', 'Bb5', 'Bxf3', 'Bxc6+', 'bxc6']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,Nc6,Nf3,Bg4,Bb5,Bxf3,Bxc6+,bxc6,0,1,0,0,1,0
5177,ILxgRGiu,FALSE,68,resign,black,"['e4', 'd5', 'e5', 'c5', 'Nf3', 'Nc6', 'Nc3', 'Bg4', 'h3', 'Bxf3']",B01,Scandinavian (centre counter) defence,Scandinavian Defense,2,e4,d5,e5,c5,Nf3,Nc6,Nc3,Bg4,h3,Bxf3,0,1,0,0,1,0
5178,Vn191zzC,TRUE,64,resign,black,"['e4', 'd5', 'exd5', 'Nf6', 'c4', 'c6', 'dxc6', 'Nxc6', 'Nf3', 'e5']",B01,Scandinavian (centre counter) defence,Scandinavian Defense: Panov Transfer,6,e4,d5,exd5,Nf6,c4,c6,dxc6,Nxc6,Nf3,e5,0,1,0,0,1,0
